id,record_type,occurrence_type,esotic,accuracy,occurrence_year,lat_wgs84,lon_wgs84,taxon_name,geometry
624988,O,presenza,nativa,4,0,43.76863853765309,10.446192791999612,Selaginella denticulata (L.) Spring,"c(616397.382527944, 4847192.83208944)"
625001,O,presenza,nativa,4,0,43.70615,10.563417,Selaginella denticulata (L.) Spring,"c(625963.277965696, 4840424.02292629)"
625009,O,presenza,nativa,4,2008,43.7191,10.58699,Selaginella denticulata (L.) Spring,"c(627835.021919566, 4841898.39225607)"
625026,O,presenza,nativa,4,0,43.794274,10.424137,Selaginella denticulata (L.) Spring,"c(614573.220785354, 4850009.27060509)"
625037,O,presenza,nativa,4,0,43.75516,10.46703,Selaginella denticulata (L.) Spring,"c(618101.006524559, 4845725.34132811)"
625095,O,presenza,nativa,4,2008,43.696509733732704,10.544328701656344,Selaginella denticulata (L.) Spring,"c(624445.274663007, 4839324.51104954)"
625107,O,presenza,nativa,4,2008,43.72408414898249,10.500659293037408,Selaginella denticulata (L.) Spring,"c(620870.822686084, 4842322.41882606)"
625112,O,presenza,nativa,4,2008,43.73592322721459,10.527480779447393,Selaginella denticulata (L.) Spring,"c(623006.94897037, 4843676.78645142)"
625117,O,presenza,nativa,4,2008,43.73292,10.5705,Selaginella denticulata (L.) Spring,"c(626477.617726538, 4843407.99979817)"
625124,O,presenza,nativa,4,2008,43.68865,10.57074,Selaginella denticulata (L.) Spring,"c(626590.113350393, 4838491.55843125)"
625130,O,presenza,nativa,4,2008,43.70729,10.50661,Selaginella denticulata (L.) Spring,"c(621384.031396226, 4840465.88904607)"
625138,O,presenza,nativa,4,2018,43.79275909026998,10.426430960388092,Selaginella denticulata (L.) Spring,"c(614760.673351274, 4849844.19464328)"
625150,O,presenza,nativa,4,2008,43.705527,10.576085,Selaginella denticulata (L.) Spring,"c(626985.256217309, 4840374.1565124)"
628580,O,presenza,nativa,4,2021,43.89400975386802,10.441358174635209,Selaginella denticulata (L.) Spring,"c(615765.622103207, 4861110.52705091)"
628643,O,presenza,nativa,4,2021,43.80264752732702,10.3768752122304,Selaginella denticulata (L.) Spring,"c(610755.459683311, 4850874.94392192)"
633082,O,presenza,nativa,4,2021,44.056807453364534,10.19108639388958,Selaginella denticulata (L.) Spring,"c(595403.369144533, 4878871.96019446)"
634063,O,presenza,nativa,4,2021,43.99427917642192,10.233479895631046,Selaginella denticulata (L.) Spring,"c(598902.936795473, 4871976.96083525)"
634106,O,presenza,nativa,4,2021,44.00174018751942,10.265480682785435,Selaginella denticulata (L.) Spring,"c(601456.12444098, 4872844.5185431)"
634203,O,presenza,nativa,4,2021,44.008441900749354,10.182439491684365,Selaginella denticulata (L.) Spring,"c(594787.836371632, 4873490.05636532)"
636577,O,presenza,nativa,4,2021,44.00226390009387,10.27743478596617,Selaginella denticulata (L.) Spring,"c(602413.613562761, 4872917.46342127)"
647817,O,presenza,nativa,4,2021,43.77294902500181,10.549545116877042,Selaginella denticulata (L.) Spring,"c(624706.86259117, 4847822.04370246)"
647824,O,presenza,nativa,4,2021,43.7728183309648,10.60284147668768,Selaginella denticulata (L.) Spring,"c(628996.46533352, 4847889.18029501)"
649800,O,presenza,nativa,4,2021,43.87881548251122,10.399590822094948,Selaginella denticulata (L.) Spring,"c(612439.547739361, 4859365.27125159)"
649823,O,presenza,nativa,4,2021,43.87866674592949,10.388093645247944,Selaginella denticulata (L.) Spring,"c(611516.164013135, 4859333.17369773)"
653952,O,presenza,nativa,4,2021,43.705132953890526,10.506868022462507,Selaginella denticulata (L.) Spring,"c(621409.174390388, 4840226.69700646)"
677213,H,presenza,nativa,4,2022,43.656574297432165,10.76581102279506,Selaginella denticulata (L.) Spring,"c(642387.468042826, 4835245.38881803)"
679243,O,presenza,nativa,4,2022,43.58045792925532,10.444012727754286,Selaginella denticulata (L.) Spring,"c(616585.73846382, 4826289.8411849)"
792029,O,presenza,nativa,4,2022,42.99028529942313,10.50655389995794,Selaginella denticulata (L.) Spring,"c(622817.086566245, 4760837.14817602)"
792057,O,presenza,nativa,4,2022,42.98665645997778,10.496624126766363,Selaginella denticulata (L.) Spring,"c(622014.758725099, 4760419.69315923)"
792101,O,presenza,nativa,4,2022,42.9531260074015,10.538394045507795,Selaginella denticulata (L.) Spring,"c(625488.341571443, 4756757.62720324)"
792279,O,presenza,nativa,4,2022,43.08502424934005,10.653694410969932,Selaginella denticulata (L.) Spring,"c(634605.184334275, 4771583.75530334)"
792391,O,presenza,nativa,4,2022,43.12556052667918,10.639261955310236,Selaginella denticulata (L.) Spring,"c(633342.373142927, 4776062.3815074)"
793164,O,presenza,nativa,4,2022,44.04131319629677,10.117684722557264,Selaginella denticulata (L.) Spring,"c(589547.375906976, 4877068.63890171)"
793286,O,presenza,nativa,4,2022,44.06324561406264,10.090199487152631,Selaginella denticulata (L.) Spring,"c(587313.05401864, 4879475.16290611)"
793296,O,presenza,nativa,4,2022,44.062655779142794,10.092540631673556,Selaginella denticulata (L.) Spring,"c(587501.423745376, 4879412.13422653)"
794057,O,presenza,nativa,5,2022,43.431490675824925,9.899990807504464,Selaginella denticulata (L.) Spring,"c(572841.536178468, 4809126.2365819)"
795654,O,presenza,nativa,4,2022,42.85454647874583,10.862951361536526,Selaginella denticulata (L.) Spring,"c(652205.833938987, 4746345.922723)"
796016,O,presenza,nativa,4,2022,42.870027911116715,10.949568721880937,Selaginella denticulata (L.) Spring,"c(659242.993673595, 4748225.34511804)"
796541,O,presenza,nativa,4,2022,43.786187935381086,10.45962730592302,Selaginella denticulata (L.) Spring,"c(617444.313533945, 4849160.92831489)"
798943,O,presenza,nativa,4,2022,43.915934019618014,10.568715452586344,Selaginella denticulata (L.) Spring,"c(625948.435024173, 4863731.93943335)"
799221,O,presenza,nativa,5,2022,43.78065137366999,10.511315753048144,Selaginella denticulata (L.) Spring,"c(621614.529121469, 4848620.63869131)"
799222,O,presenza,nativa,5,2022,43.78862079723072,10.527131507262778,Selaginella denticulata (L.) Spring,"c(622870.896968491, 4849529.11979319)"
800054,O,presenza,nativa,4,2022,43.760679818780105,10.449398081474172,Selaginella denticulata (L.) Spring,"c(616670.834074659, 4846313.40898566)"
801114,O,presenza,nativa,5,2019,43.82958,10.361419,Selaginella denticulata (L.) Spring,"c(609462.937327057, 4853845.6454048)"
812851,O,presenza,nativa,4,2022,43.85736729174588,10.67447223151999,Selaginella denticulata (L.) Spring,"c(634571.312585526, 4857393.80699878)"
72051,B,esclusione,nativa,4,1870,43.77288,10.4487,Selaginella helvetica (L.) Spring,"c(616590.936547757, 4847667.43692476)"
52705,B,presenza,nativa,4,1870,44.070071,10.848311,Spinulum annotinum (L.) A.Haines subsp. annotinum,"c(648013.052951684, 4881316.3307355)"
52706,B,presenza,nativa,4,1870,44.140557,10.673868,Spinulum annotinum (L.) A.Haines subsp. annotinum,"c(633884.256608847, 4888846.56527311)"
52707,B,presenza,nativa,4,1943,44.140557,10.673868,Spinulum annotinum (L.) A.Haines subsp. annotinum,"c(633884.256608847, 4888846.56527311)"
52708,B,presenza,nativa,4,1943,44.15646,10.68003,Spinulum annotinum (L.) A.Haines subsp. annotinum,"c(634341.042418305, 4890622.99542221)"
52709,B,presenza,nativa,4,1943,44.146077,10.683631,Spinulum annotinum (L.) A.Haines subsp. annotinum,"c(634652.605526649, 4889475.62208445)"
52710,B,presenza,nativa,4,1943,44.121343,10.650018,Spinulum annotinum (L.) A.Haines subsp. annotinum,"c(632019.40474172, 4886673.88446808)"
146541,B,presenza,nativa,4,2005,44.121343,10.650018,Spinulum annotinum (L.) A.Haines subsp. annotinum,"c(632019.40474172, 4886673.88446808)"
525597,B,presenza,nativa,4,2012,43.794392,11.820233,Spinulum annotinum (L.) A.Haines subsp. annotinum,"c(726893.034998502, 4852903.03489609)"
525598,B,presenza,nativa,4,1998,43.794392,11.820233,Spinulum annotinum (L.) A.Haines subsp. annotinum,"c(726893.034998502, 4852903.03489609)"
525599,B,presenza,nativa,4,1998,43.794392,11.820233,Spinulum annotinum (L.) A.Haines subsp. annotinum,"c(726893.034998502, 4852903.03489609)"
525600,B,presenza,nativa,4,2001,43.803948,11.871402,Spinulum annotinum (L.) A.Haines subsp. annotinum,"c(730972.977759967, 4854106.04837947)"
525601,B,presenza,nativa,5,1998,43.813218,11.828591,Spinulum annotinum (L.) A.Haines subsp. annotinum,"c(727493.962745714, 4855016.99428465)"
525602,B,presenza,nativa,5,1998,43.813218,11.828591,Spinulum annotinum (L.) A.Haines subsp. annotinum,"c(727493.962745714, 4855016.99428465)"
525603,B,presenza,nativa,5,1966,43.813218,11.828591,Spinulum annotinum (L.) A.Haines subsp. annotinum,"c(727493.962745714, 4855016.99428465)"
525604,B,presenza,nativa,5,1966,43.81388,11.82807,Spinulum annotinum (L.) A.Haines subsp. annotinum,"c(727449.544375609, 4855089.08934816)"
525605,B,presenza,nativa,3,1988,43.826798,11.805828,Spinulum annotinum (L.) A.Haines subsp. annotinum,"c(725611.965066378, 4856462.95149274)"
525606,B,presenza,nativa,3,1988,43.826798,11.805828,Spinulum annotinum (L.) A.Haines subsp. annotinum,"c(725611.965066378, 4856462.95149274)"
525607,B,presenza,nativa,4,2005,43.876681,11.71164,Spinulum annotinum (L.) A.Haines subsp. annotinum,"c(717856.424255473, 4861750.7365666)"
525608,B,presenza,nativa,4,2006,43.876681,11.71164,Spinulum annotinum (L.) A.Haines subsp. annotinum,"c(717856.424255473, 4861750.7365666)"
525609,B,presenza,nativa,4,1998,43.876681,11.71164,Spinulum annotinum (L.) A.Haines subsp. annotinum,"c(717856.424255473, 4861750.7365666)"
525610,B,presenza,nativa,4,1998,43.876681,11.71164,Spinulum annotinum (L.) A.Haines subsp. annotinum,"c(717856.424255473, 4861750.7365666)"
560790,B,presenza,nativa,4,2016,43.825,11.7917,Spinulum annotinum (L.) A.Haines subsp. annotinum,"c(724482.661561003, 4856224.78895269)"
122495,O,presenza,nativa,5,2012,44.249258,10.407126,Primula apennina Widmer,"c(612342.016760994, 4900520.67382201)"
207880,B,dubbia,nativa,4,1860,44.030573,10.435537,Primula apennina Widmer,"c(615034.213264944, 4876270.24578554)"
207884,B,dubbia,nativa,4,1860,44.200618,10.37752,Primula apennina Widmer,"c(610068.935701806, 4895077.98985752)"
207886,B,presenza,nativa,5,1860,44.249258,10.407126,Primula apennina Widmer,"c(612342.016760994, 4900520.67382201)"
207887,B,presenza,nativa,5,1860,44.410382,9.991193,Primula apennina Widmer,"c(578918.307291911, 4917932.43081338)"
309415,O,presenza,nativa,5,2018,44.403571682164895,9.97406024039492,Primula apennina Widmer,"c(577563.202181502, 4917159.59434519)"
309416,O,presenza,nativa,5,2018,44.403694321913044,9.97607726157412,Primula apennina Widmer,"c(577723.653016573, 4917175.12940903)"
309417,O,presenza,nativa,5,2018,44.40354102218772,9.976774635917993,Primula apennina Widmer,"c(577779.387209819, 4917158.76371833)"
309418,O,presenza,nativa,5,2018,44.40311178081966,9.978619995720235,Primula apennina Widmer,"c(577926.901171513, 4917112.83994831)"
309419,O,presenza,nativa,5,2018,44.403019800116766,9.97956413329348,Primula apennina Widmer,"c(578002.204654972, 4917103.52211025)"
309420,O,presenza,nativa,5,2018,44.402912489113945,9.981087628013938,Primula apennina Widmer,"c(578123.662873433, 4917093.05493906)"
309421,O,presenza,nativa,5,2018,44.40335706198705,9.984134617454856,Primula apennina Widmer,"c(578365.700565452, 4917145.34812268)"
309422,O,presenza,nativa,5,2018,44.403571682164895,9.98501438201174,Primula apennina Widmer,"c(578435.468738996, 4917170.02969172)"
309423,O,presenza,nativa,5,2018,44.40374031175228,9.986988487846702,Primula apennina Widmer,"c(578592.438888053, 4917190.6534238)"
309424,O,presenza,nativa,5,2018,44.404046909756765,9.987653675682395,Primula apennina Widmer,"c(578644.996129427, 4917225.34784075)"
317159,O,presenza,nativa,4,2004,44.25488,10.25461,Primula apennina Widmer,"c(600155.855434003, 4900947.73336988)"
335392,O,esclusione,nativa,5,2019,44.030573,10.435537,Primula apennina Widmer,"c(615034.213264944, 4876270.24578554)"
346188,P,presenza,nativa,4,1985,44.280076,10.230396,Primula apennina Widmer,"c(598180.881052196, 4903717.08886974)"
346189,P,presenza,nativa,4,1987,44.279642,10.224721,Primula apennina Widmer,"c(597728.755486839, 4903662.10800351)"
406431,O,presenza,nativa,5,2018,44.411448,9.991768,Primula apennina Widmer,"c(578962.654174045, 4918051.39248178)"
406432,O,presenza,nativa,5,2018,44.411166,9.991908,Primula apennina Widmer,"c(578974.180252474, 4918020.20403979)"
406433,O,presenza,nativa,5,2018,44.410493,9.991363,Primula apennina Widmer,"c(578931.693337111, 4917944.92416042)"
406434,O,presenza,nativa,5,2018,44.410446,9.991289,Primula apennina Widmer,"c(578925.864704513, 4917939.63223566)"
406435,O,presenza,nativa,5,2018,44.410446,9.991289,Primula apennina Widmer,"c(578925.864704513, 4917939.63223566)"
406440,O,presenza,nativa,5,2018,44.404541,9.989302,Primula apennina Widmer,"c(578775.586243211, 4917281.81403358)"
406441,O,presenza,nativa,5,2018,44.403927,9.989753,Primula apennina Widmer,"c(578812.322737772, 4917214.04735548)"
406442,O,presenza,nativa,5,2018,44.403107,9.991341,Primula apennina Widmer,"c(578939.875514238, 4917124.49479405)"
406469,O,presenza,nativa,5,2018,44.320521,10.186736,Primula apennina Widmer,"c(594631.970697309, 4908158.17379551)"
406470,O,presenza,nativa,5,2018,44.320639,10.186503,Primula apennina Widmer,"c(594613.201226082, 4908171.01172093)"
406471,O,presenza,nativa,5,2018,44.320844,10.186083,Primula apennina Widmer,"c(594579.380409861, 4908193.29747568)"
406472,O,presenza,nativa,5,2018,44.321062,10.186203,Primula apennina Widmer,"c(594588.599052723, 4908217.65017856)"
406473,O,presenza,nativa,5,2018,44.235037,10.412809,Primula apennina Widmer,"c(612822.91849384, 4898948.89059242)"
406474,O,presenza,nativa,5,2018,44.234961,10.412721,Primula apennina Widmer,"c(612816.036252414, 4898940.32811377)"
406475,O,presenza,nativa,5,2018,44.23487,10.411223,Primula apennina Widmer,"c(612696.58309165, 4898928.16346721)"
406476,O,presenza,nativa,5,2018,44.248518,10.407589,Primula apennina Widmer,"c(612380.391214602, 4900439.11306322)"
406481,O,presenza,nativa,5,2018,44.269317,10.256655,Primula apennina Widmer,"c(600294.557981103, 4902553.80069019)"
406484,O,presenza,nativa,5,2018,44.269522,10.257276,Primula apennina Widmer,"c(600343.771828098, 4902577.32991885)"
406485,O,presenza,nativa,5,2018,44.269133,10.255794,Primula apennina Widmer,"c(600226.153370508, 4902532.31125936)"
406487,O,presenza,nativa,5,2018,44.279789,10.239044,Primula apennina Widmer,"c(598871.442523031, 4903695.59481593)"
406488,O,presenza,nativa,5,2018,44.28194,10.23663,Primula apennina Widmer,"c(598675.212007322, 4903931.60897605)"
406489,O,presenza,nativa,5,2018,44.281819,10.23654,Primula apennina Widmer,"c(598668.233095904, 4903918.0607913)"
406490,O,presenza,nativa,5,2018,44.281634,10.236753,Primula apennina Widmer,"c(598685.53897761, 4903897.76826496)"
406491,O,presenza,nativa,5,2018,44.281559,10.236897,Primula apennina Widmer,"c(598697.154950194, 4903889.61092058)"
406492,O,presenza,nativa,5,2018,44.281146,10.236966,Primula apennina Widmer,"c(598703.352336871, 4903843.82036725)"
406493,O,presenza,nativa,5,2018,44.280999,10.236895,Primula apennina Widmer,"c(598697.933023978, 4903827.40708604)"
406494,O,presenza,nativa,5,2018,44.280875,10.237041,Primula apennina Widmer,"c(598709.790778698, 4903813.80954368)"
406499,O,presenza,nativa,5,2018,44.26961,10.257731,Primula apennina Widmer,"c(600379.935945855, 4902587.660837)"
406501,O,presenza,nativa,5,2018,44.252216,10.400748,Primula apennina Widmer,"c(611827.201520275, 4900840.52138317)"
406502,O,presenza,nativa,5,2018,44.251577,10.400937,Primula apennina Widmer,"c(611843.501466442, 4900769.80281274)"
406503,O,presenza,nativa,5,2018,44.251482,10.401037,Primula apennina Widmer,"c(611851.66507715, 4900759.3870661)"
406504,O,presenza,nativa,5,2018,44.251369,10.401087,Primula apennina Widmer,"c(611855.871062327, 4900746.90387396)"
406505,O,presenza,nativa,5,2018,44.251251,10.401244,Primula apennina Widmer,"c(611868.628957538, 4900734.01112293)"
406508,O,presenza,nativa,5,2018,44.35129,10.092622,Primula apennina Widmer,"c(587081.612538592, 4911471.52506209)"
406509,O,presenza,nativa,5,2018,44.351509,10.092234,Primula apennina Widmer,"c(587050.364770808, 4911495.43830385)"
406513,O,presenza,nativa,5,2018,44.351669,10.092013,Primula apennina Widmer,"c(587032.514342709, 4911512.97560053)"
406514,O,presenza,nativa,5,2018,44.351909,10.091822,Primula apennina Widmer,"c(587016.936597698, 4911539.43081187)"
406515,O,presenza,nativa,5,2018,44.352041,10.091742,Primula apennina Widmer,"c(587010.365347364, 4911554.00779005)"
406516,O,presenza,nativa,5,2018,44.352462,10.091366,Primula apennina Widmer,"c(586979.775809007, 4911600.3712864)"
406517,O,presenza,nativa,5,2018,44.353166,10.090443,Primula apennina Widmer,"c(586905.173754697, 4911677.58896927)"
406519,O,presenza,nativa,5,2018,44.353546,10.088466,Primula apennina Widmer,"c(586747.051449912, 4911717.70286621)"
406599,O,presenza,nativa,5,2018,44.327795,10.172739,Primula apennina Widmer,"c(593504.269989664, 4908950.07228021)"
406600,O,presenza,nativa,5,2018,44.327735,10.172752,Primula apennina Widmer,"c(593505.401835536, 4908943.42262018)"
406601,O,presenza,nativa,5,2018,44.327599,10.172822,Primula apennina Widmer,"c(593511.199166906, 4908928.39628961)"
406602,O,presenza,nativa,5,2018,44.327561,10.172924,Primula apennina Widmer,"c(593519.392224006, 4908924.29179386)"
406603,O,presenza,nativa,5,2018,44.327482,10.172948,Primula apennina Widmer,"c(593521.431336379, 4908915.54426352)"
406604,O,presenza,nativa,5,2018,44.327408,10.172894,Primula apennina Widmer,"c(593517.243386163, 4908907.2631329)"
406605,O,presenza,nativa,5,2018,44.32735,10.173057,Primula apennina Widmer,"c(593530.33193395, 4908901.00673737)"
406606,O,presenza,nativa,5,2018,44.327358,10.173121,Primula apennina Widmer,"c(593535.422093216, 4908901.96835024)"
406607,O,presenza,nativa,5,2018,44.327281,10.173219,Primula apennina Widmer,"c(593543.358259214, 4908893.52740426)"
406608,O,presenza,nativa,5,2018,44.327189,10.173324,Primula apennina Widmer,"c(593551.876418232, 4908883.42833372)"
406609,O,presenza,nativa,5,2018,44.327216,10.173878,Primula apennina Widmer,"c(593596.00535341, 4908887.05966182)"
406610,O,presenza,nativa,5,2018,44.327239,10.174001,Primula apennina Widmer,"c(593605.775879433, 4908889.75480843)"
406611,O,presenza,nativa,5,2018,44.327163,10.174343,Primula apennina Widmer,"c(593633.165331948, 4908881.70365837)"
406651,O,presenza,nativa,5,2018,44.395262,10.000522,Primula apennina Widmer,"c(579681.601992028, 4916261.9963719)"
406652,O,presenza,nativa,5,2018,44.395583,9.999866,Primula apennina Widmer,"c(579628.922658085, 4916297.01362772)"
406653,O,presenza,nativa,5,2018,44.395653,9.999642,Primula apennina Widmer,"c(579610.988431777, 4916304.57114614)"
406654,O,presenza,nativa,5,2018,44.395718,9.999377,Primula apennina Widmer,"c(579589.795802735, 4916311.53348386)"
406655,O,presenza,nativa,5,2018,44.396669,9.997026,Primula apennina Widmer,"c(579401.276977272, 4916414.88435385)"
488797,O,presenza,nativa,4,2020,44.39682690252713,9.996879524470351,Primula apennina Widmer,"c(579389.398395339, 4916432.28150408)"
507541,B,presenza,nativa,4,2020,44.29857,10.21587,Primula apennina Widmer,"c(596991.313091985, 4905754.0148968)"
507565,B,presenza,nativa,4,2020,44.29857,10.21587,Primula apennina Widmer,"c(596991.313091985, 4905754.0148968)"
509724,B,presenza,nativa,4,2020,44.397033,9.995796,Primula apennina Widmer,"c(579302.83018988, 4916454.12406198)"
538015,B,presenza,nativa,4,2020,44.359979,10.070885,Primula apennina Widmer,"c(585336.563300923, 4912413.78962695)"
75413,P,presenza,nativa,4,2010,42.735637542363,10.148546681793,Spiranthes aestivalis (Poir.) Rich.,"c(594017.000000058, 4732097.99994795)"
75414,B,presenza,nativa,4,1995,44.058398,10.178859,Spiranthes aestivalis (Poir.) Rich.,"c(594421.44936835, 4879034.53470043)"
75415,H,presenza,nativa,4,2013,44.058398,10.178859,Spiranthes aestivalis (Poir.) Rich.,"c(594421.44936835, 4879034.53470043)"
75416,B,presenza,nativa,4,2005,42.80964,10.37863,Spiranthes aestivalis (Poir.) Rich.,"c(612716.978577697, 4740597.62991062)"
75417,B,presenza,nativa,4,2005,42.78439,10.39205,Spiranthes aestivalis (Poir.) Rich.,"c(613860.509234828, 4737811.72734712)"
75418,B,dubbia,nativa,4,1999,43.91797,11.076548,Spiranthes aestivalis (Poir.) Rich.,"c(666716.03248077, 4864858.01214684)"
75419,B,dubbia,nativa,3,2009,43.756417,10.536313,Spiranthes aestivalis (Poir.) Rich.,"c(623675.99784607, 4845966.0703844)"
75420,P,presenza,nativa,4,1840,43.68619,11.2568,Spiranthes aestivalis (Poir.) Rich.,"c(681890.096393857, 4839494.5277071)"
75421,P,presenza,nativa,4,1972,42.8062,10.38306,Spiranthes aestivalis (Poir.) Rich.,"c(613085.448852333, 4740221.56112637)"
75422,P,presenza,nativa,4,1895,42.366977,10.903171,Spiranthes aestivalis (Poir.) Rich.,"c(656709.940270249, 4692276.79712417)"
75423,B,dubbia,nativa,4,1914,43.91797,11.076548,Spiranthes aestivalis (Poir.) Rich.,"c(666716.03248077, 4864858.01214684)"
75424,B,presenza,nativa,4,NA,43.860607,10.263949,Spiranthes aestivalis (Poir.) Rich.,"c(601573.277548229, 4857167.32383795)"
75425,B,presenza,nativa,4,NA,44.019122,10.180278,Spiranthes aestivalis (Poir.) Rich.,"c(594597.58264361, 4874673.80093212)"
75426,B,presenza,nativa,4,NA,43.834615,10.360477,Spiranthes aestivalis (Poir.) Rich.,"c(609377.998846455, 4854403.61583599)"
75427,B,dubbia,nativa,4,1936,43.91797,11.076548,Spiranthes aestivalis (Poir.) Rich.,"c(666716.03248077, 4864858.01214684)"
75428,B,esclusione,nativa,3,2009,43.756417,10.536313,Spiranthes aestivalis (Poir.) Rich.,"c(623675.99784607, 4845966.0703844)"
75429,B,presenza,nativa,4,1908,43.989945,10.252584,Spiranthes aestivalis (Poir.) Rich.,"c(600442.062534058, 4871518.65648123)"
75430,B,presenza,nativa,4,1860,43.757082,10.632449,Spiranthes aestivalis (Poir.) Rich.,"c(631413.756858441, 4846187.97460716)"
75431,B,presenza,nativa,4,1908,44.004153,10.11325,Spiranthes aestivalis (Poir.) Rich.,"c(589247.807651447, 4872936.4840144)"
75432,B,presenza,nativa,4,1860,42.336786,10.309025,Spiranthes aestivalis (Poir.) Rich.,"c(607837.701658912, 4688000.01661371)"
75433,B,presenza,nativa,4,1908,43.813749,10.681544,Spiranthes aestivalis (Poir.) Rich.,"c(635238.152790825, 4852560.80718233)"
75434,B,presenza,nativa,4,1908,43.825066,10.702331,Spiranthes aestivalis (Poir.) Rich.,"c(636884.102947964, 4853851.93392453)"
75435,B,presenza,nativa,3,1860,43.756417,10.536313,Spiranthes aestivalis (Poir.) Rich.,"c(623675.99784607, 4845966.0703844)"
75436,B,presenza,nativa,4,1908,43.999193,10.21628,Spiranthes aestivalis (Poir.) Rich.,"c(597515.757531707, 4872502.25074903)"
75437,B,presenza,nativa,4,1908,44.009244,10.250604,Spiranthes aestivalis (Poir.) Rich.,"c(600250.783752917, 4873659.76319948)"
75438,B,presenza,nativa,4,1860,43.718821,10.279746,Spiranthes aestivalis (Poir.) Rich.,"c(603086.206041907, 4841439.40362142)"
75439,B,presenza,nativa,4,1942,44.081099,10.206788,Spiranthes aestivalis (Poir.) Rich.,"c(596621.508341701, 4881588.32486222)"
75440,B,presenza,nativa,4,1942,44.017569,10.19477,Spiranthes aestivalis (Poir.) Rich.,"c(595761.60138653, 4874518.04204734)"
75441,B,presenza,nativa,4,1908,43.89035,10.283484,Spiranthes aestivalis (Poir.) Rich.,"c(603091.859039771, 4860494.96092033)"
75442,B,presenza,nativa,4,1908,42.341129,10.89346,Spiranthes aestivalis (Poir.) Rich.,"c(655974.220763087, 4689388.73816261)"
75443,B,presenza,nativa,4,1860,43.860607,10.263949,Spiranthes aestivalis (Poir.) Rich.,"c(601573.277548229, 4857167.32383795)"
75444,B,presenza,nativa,4,1860,43.851747,10.493316,Spiranthes aestivalis (Poir.) Rich.,"c(620023.567100121, 4856490.65006443)"
75445,B,presenza,nativa,4,1860,43.68619,11.2568,Spiranthes aestivalis (Poir.) Rich.,"c(681890.096393857, 4839494.5277071)"
75446,B,presenza,nativa,4,1908,44.047672,10.154856,Spiranthes aestivalis (Poir.) Rich.,"c(592515.603749861, 4877815.9711513)"
75447,B,presenza,nativa,3,1908,42.78222,10.294215,Spiranthes aestivalis (Poir.) Rich.,"c(605861.837549785, 4737443.31291415)"
75448,B,dubbia,nativa,4,1860,43.930648,11.070076,Spiranthes aestivalis (Poir.) Rich.,"c(666161.10981938, 4866253.09892767)"
75449,B,presenza,nativa,4,1942,44.050722,10.195194,Spiranthes aestivalis (Poir.) Rich.,"c(595742.186190181, 4878200.81577308)"
75450,B,dubbia,nativa,4,1999,43.910196,11.071607,Spiranthes aestivalis (Poir.) Rich.,"c(666340.999103393, 4863984.59689628)"
75451,B,presenza,nativa,4,1958,43.825066,10.702331,Spiranthes aestivalis (Poir.) Rich.,"c(636884.102947964, 4853851.93392453)"
75501,B,presenza,nativa,3,2003,42.78222,10.294215,Spiranthes aestivalis (Poir.) Rich.,"c(605861.837549785, 4737443.31291415)"
129493,B,dubbia,nativa,4,0,43.762411,10.280418,Spiranthes aestivalis (Poir.) Rich.,"c(603065.522561357, 4846281.51944649)"
146390,B,presenza,nativa,4,1990,43.821793,10.261707,Spiranthes aestivalis (Poir.) Rich.,"c(601458.870361535, 4852853.66254684)"
211499,O,presenza,nativa,4,2017,44.00621250063801,10.26376247406006,Spiranthes aestivalis (Poir.) Rich.,"c(601310.758651763, 4873339.14076822)"
323020,B,presenza,nativa,4,1996,44.05808378785866,10.188197992615072,Spiranthes aestivalis (Poir.) Rich.,"c(595169.968871234, 4879010.3815185)"
326316,P,presenza,nativa,4,1839,43.747638,10.522413,Spiranthes aestivalis (Poir.) Rich.,"c(622574.931097829, 4844970.3713175)"
326319,P,presenza,nativa,5,1843,43.75037434811398,10.633729609643296,Spiranthes aestivalis (Poir.) Rich.,"c(631531.542916808, 4845445.02181184)"
326320,P,presenza,nativa,5,1843,43.75037434811398,10.633729609643296,Spiranthes aestivalis (Poir.) Rich.,"c(631531.542916808, 4845445.02181184)"
326321,P,presenza,nativa,5,1850,43.75037434811398,10.633729609643296,Spiranthes aestivalis (Poir.) Rich.,"c(631531.542916808, 4845445.02181184)"
326322,P,presenza,nativa,5,1855,43.75037434811398,10.633729609643296,Spiranthes aestivalis (Poir.) Rich.,"c(631531.542916808, 4845445.02181184)"
326323,P,presenza,nativa,5,1855,43.75037434811398,10.633729609643296,Spiranthes aestivalis (Poir.) Rich.,"c(631531.542916808, 4845445.02181184)"
326326,P,presenza,nativa,5,1863,43.75037434811398,10.633729609643296,Spiranthes aestivalis (Poir.) Rich.,"c(631531.542916808, 4845445.02181184)"
326327,P,presenza,nativa,5,0,43.75037434811398,10.633729609643296,Spiranthes aestivalis (Poir.) Rich.,"c(631531.542916808, 4845445.02181184)"
326328,P,presenza,nativa,5,0,43.75037434811398,10.633729609643296,Spiranthes aestivalis (Poir.) Rich.,"c(631531.542916808, 4845445.02181184)"
326331,P,presenza,nativa,5,1851,43.789557,10.604253,Spiranthes aestivalis (Poir.) Rich.,"c(629074.040237192, 4849750.46816998)"
326332,P,presenza,nativa,5,1855,42.999716,11.955469,Spiranthes aestivalis (Poir.) Rich.,"c(740904.133394483, 4765022.61269052)"
